,ID,CommentsTokenizedStemmed
477,182,"['did', 'not', 'want', 'to', 'wait', 'for', 'us', 'to', 'implement', 'gsm', '.']"
478,444,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
479,2724,"['want', 'a', 'new', 'facepl', '.']"
480,1887,"['he', 'call', 'and', 'said', 'someon', 'stole', 'his', 'phone', 'last', 'week', ',', 'but', 'he', 'did', 'not', 'notic', 'until', 'today', '.', 'he', 'doe', 'not', 'want', 'to', 'pay', 'for', 'ani', 'call', 'made', 'dure', 'the', 'last', 'week', '.', 'i', 'switch', 'him', 'to', 'the', 'supervisor', 'after', 'tell', 'him', 'our', 'polici', '.']"
481,62,"['he', 'say', 'that', 'his', 'phone', 'work', 'fine', 'when', 'use', 'it', 'in', 'the', 'car', 'with', 'the', 'adapt', ',', 'but', 'the', 'batteri', 'perform', 'suck', '.']"
482,3571,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
483,1623,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
484,84,"['realli', 'want', 'the', 'new', 'phone', 'from', 'xvyx', 'which', 'has', 'the', 'pda', 'built', 'in', '.']"
485,3017,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
486,2279,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
487,1869,"['transfer', 'to', 'manag', 'asap']"
488,2733,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
489,3157,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
490,552,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
491,3682,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
492,979,"['want', 'to', 'chang', 'address', '.']"
493,3333,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
494,2084,"['want', 'to', 'chang', 'address', '.']"
495,2563,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
496,2783,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
497,3524,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
498,2928,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
499,2304,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
500,1438,"['want', 'a', 'new', 'facepl', '.']"
501,3369,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
502,1892,"['can', 'not', 'believ', 'the', 'roam', 'charg', '.', 'he', 'said', 'that', 'when', 'he', 'sign', 'up', 'that', 'the', 'sale', 'person', 'misl', 'him', 'with', 'respect', 'to', 'what', 'would', 'be', 'cover', '.', 'in', 'addit', ',', 'he', 'think', 'that', 'the', 'recept', 'in', 'mani', 'of', 'the', 'citi', 'he', 'travel', 'to', 'is', 'inadequ', '.']"
503,2868,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
504,1777,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
505,3742,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
506,2342,"['lost', 'his', 'charger', 'and', 'want', 'to', 'know', 'where', 'he', 'can', 'anoth', 'asap', '.', 'i', 'suggest', 'local', 'store', '.']"
507,550,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
508,933,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
509,1727,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
510,1896,"['he', 'hate', 'the', 'phone', '.', 'claim', 'that', 'the', 'recept', 'is', 'horribl', 'in', 'mani', 'part', 'of', 'the', 'metropolitian', 'area', '.']"
511,1572,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
512,2543,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
513,1455,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
514,703,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
515,1731,"['he', 'want', 'credit', 'for', 'all', 'these', 'drop', 'call', '.', 'i', 'told', 'him', 'i', 'would', 'pass', 'him', 'onto', 'a', 'supervisor', '.', 'he', 'was', 'realli', 'rude', 'and', 'veri', 'upset', '.', 'said', 'he', 'could', 'not', 'use', 'us', 'for', 'busi', 'purpos', 'becaus', 'of', 'our', 'useless', 'servic', '.']"
516,1981,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
517,1384,"['he', 'hate', 'the', 'phone', '.', 'claim', 'that', 'the', 'recept', 'is', 'horribl', 'in', 'mani', 'part', 'of', 'the', 'metropolitian', 'area', '.']"
518,429,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
519,3671,"['want', 'to', 'know', 'his', 'usag', 'and', 'whether', 'he', 'was', 'roam', '.', 'also', 'want', 'to', 'know', 'the', 'rate', 'when', 'he', 'is', 'roam', '.', 'think', 'about', 'chang', 'rate', 'plan', 'as', 'well', '.']"
520,3463,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
521,1484,"['want', 'to', 'chang', 'address', '.']"
522,1610,"['realli', 'want', 'the', 'new', 'phone', 'from', 'xvyx', 'which', 'has', 'the', 'pda', 'built', 'in', '.']"
523,3047,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
524,343,"['doe', 'not', 'like', 'the', 'way', 'the', 'phone', 'work', '.', 'it', 'is', 'to', 'difficult', 'compar', 'to', 'his', 'last', 'phone', '.']"
525,3009,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
526,585,"['the', 'batteri', 'has', 'never', 'work', 'right', '.', 'he', 'say', 'he', 'cant', 'use', 'the', 'phone', 'much', 'sinc', 'the', 'batteri', 'die', 'so', 'often', '.', 'want', 'to', 'know', 'if', 'this', 'is', 'a', 'problem', 'with', 'his', 'phone', 'and', 'if', 'there', 'are', 'other', 'batteri', 'he', 'can', 'tri', '.', 'i', 'refer', 'him', 'to', 'web', 'site', '.']"
527,2401,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
528,2981,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
529,3749,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
530,906,"['want', 'a', 'new', 'facepl', '.']"
531,3414,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
532,693,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
533,3115,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
534,1718,"['did', 'not', 'want', 'to', 'wait', 'for', 'us', 'to', 'implement', 'gsm', '.']"
535,346,"['he', 'complain', 'about', 'receiv', 'outbound', 'call', 'to', 'his', 'cell', 'from', 'our', 'market', 'peopl', '.', 'he', 'say', 'that', 'we', 'have', 'sold', 'his', 'person', 'inform', 'and', 'he', 'is', 'on', 'numer', 'list', '.', 'he', 'said', 'that', 'if', 'we', 'continu', 'to', 'do', 'this', 'he', 'would', 'get', 'rid', 'of', 'the', 'servic', '.']"
536,2746,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
537,255,"['i', 'wish', 'the', 'handset', 'was', 'bigger', '.', 'it', 'is', 'uncomfort', 'use', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
538,317,"['he', 'claim', 'that', 'the', 'charger', 'never', 'realli', 'work', 'veri', 'well', '.', 'as', 'a', 'result', 'the', 'phone', 'was', 'alway', 'die', 'on', 'him', '.', 'he', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
539,599,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
540,3232,"['want', 'a', 'new', 'facepl', '.']"
541,1342,"['he', 'claim', 'that', 'the', 'charger', 'never', 'realli', 'work', 'veri', 'well', '.', 'as', 'a', 'result', 'the', 'phone', 'was', 'alway', 'die', 'on', 'him', '.', 'he', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
542,1494,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
543,3678,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
544,3688,"['he', 'expect', 'more', 'from', 'technic', 'support', '.']"
545,2617,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
546,733,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
547,374,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
548,3083,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
549,1739,"['he', 'did', 'not', 'realiz', 'that', 'chang', 'his', 'rate', 'plan', 'effect', 'the', 'date', 'on', 'his', 'contract', '.', 'when', 'he', 'found', 'that', 'out', 'he', 'could', 'not', 'wait', 'till', 'his', 'contract', 'end', '.']"
550,1412,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
551,3487,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
552,207,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
553,2829,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'goat', '.']"
554,766,"['hochi', 'momma']"
555,1322,"['want', 'a', 'new', 'number', 'becaus', 'he', 'keep', 'on', 'get', 'call', 'for', 'a', 'mr.', 'napeleon', 'leroy', '.']"
556,2528,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
557,583,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
558,2031,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
559,166,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
560,2667,"['the', 'cleariti', 'of', 'the', 'call', 'was', 'bad', '.', 'way', 'too', 'much', 'static', 'on', 'the', 'handset', '.']"
561,3355,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
562,2790,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
563,1112,"['realli', 'want', 'the', 'new', 'phone', 'from', 'xvyx', 'which', 'has', 'the', 'pda', 'built', 'in', '.']"
564,111,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
565,3698,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
566,1467,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
567,1396,"['he', 'hate', 'the', 'phone', '.', 'claim', 'that', 'the', 'recept', 'is', 'horribl', 'in', 'mani', 'part', 'of', 'the', 'metropolitian', 'area', '.']"
568,2437,"['ask', 'about', 'coverag', 'in', 'los', 'angel', 'and', 'new', 'york', '.', 'is', 'afraid', 'that', 'he', 'will', 'be', 'out', 'of', 'network', 'when', 'travel', '.']"
569,2837,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
570,1206,"['did', 'not', 'want', 'to', 'wait', 'for', 'us', 'to', 'implement', 'gsm', '.']"
571,1219,"['he', 'want', 'credit', 'for', 'all', 'these', 'drop', 'call', '.', 'i', 'told', 'him', 'i', 'would', 'pass', 'him', 'onto', 'a', 'supervisor', '.', 'he', 'was', 'realli', 'rude', 'and', 'veri', 'upset', '.', 'said', 'he', 'could', 'not', 'use', 'us', 'for', 'busi', 'purpos', 'becaus', 'of', 'our', 'useless', 'servic', '.']"
572,1482,"['want', 'to', 'chang', 'address', '.']"
573,2715,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
574,1632,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
575,1257,"['the', 'signal', 'on', 'my', 'handset', 'was', 'alway', 'weak', '.', 'even', 'when', 'i', 'replac', 'the', 'batteri', '.']"
576,513,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
577,1214,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
578,1812,"['the', 'custom', 'wold', 'like', 'to', 'chang', 'his', 'address', ',', 'and', 'complain', 'this', 'should', 'be', 'signific', 'easier', '.', 'i', 'am', 'not', 'sure', 'what', 'he', 'mean', 'by', 'self', 'servic', '.', 'he', 'also', 'thought', 'the', 'phone', 'suck', '.']"
579,2445,"['he', 'found', 'a', 'phone', 'and', 'want', 'to', 'know', 'what', 'to', 'do', 'with', 'it', '.', 'he', 'said', 'it', 'was', 'one', 'of', 'our', ',', 'but', 'that', 'the', 'batteri', 'was', 'dead', '.', 'ask', 'who', 'he', 'should', 'send', 'it', 'too', '.']"
580,1010,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
581,645,"['he', 'found', 'a', 'better', 'rate', 'and', 'no', 'contract', '.', 'he', 'said', 'he', 'cold', 'not', 'wait', 'until', 'his', 'contract', 'expir', '.']"
582,2480,"['want', 'a', 'new', 'facepl', '.']"
583,3125,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
584,2862,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
585,943,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
586,1260,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
587,1341,"['he', 'claim', 'that', 'the', 'charger', 'never', 'realli', 'work', 'veri', 'well', '.', 'as', 'a', 'result', 'the', 'phone', 'was', 'alway', 'die', 'on', 'him', '.', 'he', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
588,439,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
589,3359,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
590,2474,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
591,2383,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
592,2431,"['want', 'to', 'know', 'his', 'usag', 'and', 'whether', 'he', 'was', 'roam', '.', 'also', 'want', 'to', 'know', 'the', 'rate', 'when', 'he', 'is', 'roam', '.', 'think', 'about', 'chang', 'rate', 'plan', 'as', 'well', '.']"
593,1357,"['transfer', 'to', 'manag', 'asap']"
594,2085,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
595,1288,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
596,820,"['he', 'realli', 'think', 'the', 'recept', 'is', 'inadequ', 'everywher', 'but', 'on', 'the', 'highway', '.', 'want', 'to', 'know', 'when', 'this', 'will', 'be', 'fix', '?']"
597,2738,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
598,1775,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
599,135,"['claim', 'he', 'never', 'receiv', 'his', 'bill', '.', 'was', 'realli', 'unhappi', 'that', 'i', 'ask', 'him', 'for', 'his', 'cc', '.', 'want', 'me', 'to', 'turn', 'on', 'his', 'phone', '.', 'i', 'switch', 'him', 'ot', 'the', 'manag', '.']"
600,52,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
601,3423,"['i', 'wish', 'the', 'handset', 'was', 'bigger', '.', 'it', 'is', 'uncomfort', 'use', 'the', 'handset', 'for', 'a', 'long', 'time', '.']"
602,951,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
603,225,"['is', 'it', 'possibl', 'that', 'the', 'handset', 'is', 'caus', 'brain', 'cancer', '.', 'i', 'heard', 'about', 'this', 'from', 'the', 'news', '.']"
604,2682,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
605,953,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
606,2609,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
607,3440,"['cant', 'figur', 'out', 'how', 'to', 'check', 'his', 'vm', 'when', 'out', 'of', 'area', '.', 'i', 'refer', 'him', 'to', 'our', 'web', 'site', '.']"
608,2813,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
609,2953,"['he', 'found', 'a', 'phone', 'and', 'want', 'to', 'know', 'what', 'to', 'do', 'with', 'it', '.', 'he', 'said', 'it', 'was', 'one', 'of', 'our', ',', 'but', 'that', 'the', 'batteri', 'was', 'dead', '.', 'ask', 'who', 'he', 'should', 'send', 'it', 'too', '.']"
610,3783,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
611,3786,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
612,602,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
613,142,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
614,3279,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
615,1305,"['your', 'custom', 'handset', 'was', 'realli', 'bad', '.', 'i', 'had', 'to', 'wait', 'forev', 'to', 'get', 'help', '.']"
616,3054,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
617,3067,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
618,2352,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
619,1076,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
620,424,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
621,3547,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
622,8,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
623,3175,"['the', 'cleariti', 'of', 'the', 'call', 'was', 'bad', '.', 'way', 'too', 'much', 'static', 'on', 'the', 'handset', '.']"
624,445,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
625,1008,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
626,3310,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
627,702,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
628,272,"['the', 'recept', 'near', 'his', 'home', 'is', 'realli', 'horribl', '.', 'he', 'know', 'exact', 'when', 'his', 'call', 'will', 'drop', '.', 'he', 'want', 'to', 'know', 'what', 'we', 'are', 'go', 'to', 'do', 'to', 'fix', 'this', '?', 'he', 'say', 'that', 'if', 'we', 'do', 'not', 'fix', 'it', 'he', 'will', 'go', 'to', 'a', 'differ', 'cell', 'compani', 'and', 'sinc', 'we', 'can', 'not', 'keep', 'our', 'end', 'of', 't']"
629,3454,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
630,1716,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
631,3540,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
632,214,"['he', 'love', 'the', 'phone', 'when', 'it', 'work', '.', 'the', 'problem', 'is', 'that', 'the', 'phone', 'hard', 'ever', 'work', '.', 'he', 'think', 'the', 'batteri', 'is', 'lame', '.', 'he', 'was', 'replac', 'it', ',', 'but', 'still', 'has', 'the', 'same', 'problem', '.']"
633,2556,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
634,2218,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
